rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
77,21000,Fashion & Retail,Leonard Lauder,"90,0",United States,New York,Estee Lauder,Fashion & Retail,United States,The Estée Lauder Companies,False,D,M,3/19/1933 0:00,Lauder,Leonard,Chairman Emeritus,4/4/2023 5:01,New York,Northeast,"1933,0","3,0","19,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
77,21000,Manufacturing,Takemitsu Takizaki,"77,0",Japan,Osaka,Sensors,Manufacturing,Japan,nan,True,D,M,6/10/1945 0:00,Takizaki,Takemitsu,nan,4/4/2023 5:01,nan,nan,"1945,0","6,0","10,0","105,48","0,5",5.081.769.542.380 ,"63,2","98,8","84,2","11,9","46,7","126226568,0","36,204824","138,252924"
79,20900,Metals & Mining,Alexey Mordashov & family,"57,0",Russia,Moscow,Steel. investments,Metals & Mining,Russia,nan,True,U,M,9/26/1965 0:00,Mordashov,Alexey,nan,4/4/2023 5:01,nan,nan,"1965,0","9,0","26,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
80,20500,Energy,Vagit Alekperov,"72,0",Russia,Moscow,Oil,Energy,Russia,nan,True,U,M,9/1/1950 0:00,Alekperov,Vagit,nan,4/4/2023 5:01,nan,nan,"1950,0","9,0","1,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
81,20200,Healthcare,Thomas Frist. Jr & family,"84,0",United States,Nashville,Hospitals,Healthcare,United States,nan,True,D,M,8/12/1938 0:00,Frist,Thomas,nan,4/4/2023 5:01,Tennessee,South,"1938,0","8,0","12,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
82,19600,Metals & Mining,Andrew Forrest,"61,0",Australia,Perth,Mining,Metals & Mining,Australia,nan,True,U,M,11/18/1961 0:00,Forrest,Andrew,nan,4/4/2023 5:01,nan,nan,"1961,0","11,0","18,0","119,8","1,6",1.392.680.589.329 ,"113,1","100,3","82,7","23,0","47,4","25766605,0","-25,274398","133,775136"
83,19100,Finance & Investments,Ray Dalio,"73,0",United States,Greenwich,Hedge funds,Finance & Investments,United States,Bridgewater Associates,True,D,M,8/8/1949 0:00,Dalio,Ray,Founder & Co-Chief Investment Officer,4/4/2023 5:01,Connecticut,Northeast,"1949,0","8,0","8,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
84,19000,Automotive,Eric Li,"59,0",China,Hangzhou,Automobiles,Automotive,China,nan,True,D,M,6/1/1963 0:00,Li,Eric,nan,4/4/2023 5:01,nan,nan,"1963,0","6,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
84,19000,Metals & Mining,Wang Wenyin,"55,0",China,Shenzhen,Mining. copper products,Metals & Mining,China,nan,True,U,M,3/1/1968 0:00,Wang,Wenyin,nan,4/4/2023 5:01,nan,nan,"1968,0","3,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
86,18900,Diversified,Eyal Ofer,"72,0",Monaco,Monte Carlo,Real estate. shipping,Diversified,Israel,nan,False,U,M,6/2/1950 0:00,Ofer,Eyal,nan,4/4/2023 5:01,nan,nan,"1950,0","6,0","2,0","105,026","0,5799999999999998",7.184.844.193 ,"56,5","102,4","81,5","24,9","21,840000000000003","38964,0","43,7384176","7,4246158"
86,18900,Food & Beverage,Qin Yinglin,"57,0",China,Nanyang,Pig breeding,Food & Beverage,China,nan,True,D,M,4/17/1965 0:00,Qin,Yinglin,nan,4/4/2023 5:01,nan,nan,"1965,0","4,0","17,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
88,18700,Automotive,Wang Chuanfu,"57,0",China,Shenzhen,Batteries. automobiles,Automotive,China,nan,True,D,M,2/15/1966 0:00,Wang,Chuanfu,nan,4/4/2023 5:01,nan,nan,"1966,0","2,0","15,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
89,18500,Energy,Harold Hamm & family,"77,0",United States,Oklahoma City,Oil & gas,Energy,United States,"Continental Resources Inc, ",True,U,M,12/11/1945 0:00,Hamm,Harold,Chairman and CEO,4/4/2023 5:01,Oklahoma,South,"1945,0","12,0","11,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
89,18500,Finance & Investments,David Tepper,"65,0",United States,Palm Beach,Hedge funds,Finance & Investments,United States,Appaloosa Management,True,U,M,9/11/1957 0:00,Tepper,David,President and Founder,4/4/2023 5:01,Florida,South,"1957,0","9,0","11,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
89,18500,Energy,Gennady Timchenko,"70,0",Russia,Moscow,Oil. gas,Energy,Russia,nan,True,U,M,11/9/1952 0:00,Timchenko,Gennady,nan,4/4/2023 5:01,nan,nan,"1952,0","11,0","9,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
92,18000,Finance & Investments,Daniel Gilbert,"61,0",United States,Franklin,Quicken Loans,Finance & Investments,United States,nan,True,D,M,1/17/1962 0:00,Gilbert,Daniel,nan,4/4/2023 5:01,Michigan,Midwest,"1962,0","1,0","17,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
93,17700,Metals & Mining,Lakshmi Mittal,"72,0",United Kingdom,London,Steel,Metals & Mining,India,ArcelorMittal (ADR),False,D,M,6/15/1950 0:00,Mittal,Lakshmi,Chairman and CEO,4/4/2023 5:01,nan,nan,"1950,0","6,0","15,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
94,17500,Finance & Investments,Steve Cohen,"66,0",United States,Greenwich,Hedge funds,Finance & Investments,United States,Point72 Asset Management,True,U,M,6/11/1956 0:00,Cohen,Steve,Founder,4/4/2023 5:01,Connecticut,Northeast,"1956,0","6,0","11,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
94,17500,Finance & Investments,Carl Icahn,"87,0",United States,Indian Creek,Investments,Finance & Investments,United States,Icahn Capital Management,True,U,M,2/16/1936 0:00,Icahn,Carl,Founder,4/4/2023 5:01,Florida,South,"1936,0","2,0","16,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
94,17500,Metals & Mining,Savitri Jindal & family,"73,0",India,Hisar,Steel,Metals & Mining,India,nan,False,D,F,3/20/1950 0:00,Jindal,Savitri,nan,4/4/2023 5:01,nan,nan,"1950,0","3,0","20,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
97,17400,Real Estate,Donald Bren,"90,0",United States,Newport Beach,Real estate,Real Estate,United States,Irvine Company,True,U,M,5/11/1932 0:00,Bren,Donald,Chairman,4/4/2023 5:01,California,West,"1932,0","5,0","11,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
97,17400,Fashion & Retail,John Menard. Jr,"83,0",United States,Eau Claire,Home improvement stores,Fashion & Retail,United States,Menard. Inc,True,U,M,1/22/1940 0:00,Menard,John,Founder,4/4/2023 5:01,Wisconsin,Midwest,"1940,0","1,0","22,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
99,17100,Media & Entertainment,Rupert Murdoch & family,"92,0",United States,New York,Newspapers. TV network,Media & Entertainment,United States,News Corp Class A,False,D,M,3/11/1931 0:00,Murdoch,Rupert,Chairman and CEO,4/4/2023 5:01,New York,Northeast,"1931,0","3,0","11,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
100,16700,Finance & Investments,Vicky Safra & family,"70,0",Switzerland,Crans-Montana,Banking,Finance & Investments,Brazil,nan,False,U,F,1/1/1953 0:00,Safra,Vicky,nan,4/4/2023 5:01,nan,nan,"1953,0","1,0","1,0","99,55","0,4",703.082.435.360 ,"59,6","105,2","83,6","10,1","28,8","8574832,0","46,818188","8,227512"
101,16500,Fashion & Retail,Theo Albrecht. Jr & family,"72,0",Germany,Mulheim an der Ruhr,Aldi. Trader Joe's,Fashion & Retail,Germany,nan,False,D,M,1/1/1951 0:00,Albrecht,Theo,nan,4/4/2023 5:01,nan,nan,"1951,0","1,0","1,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
101,16500,Finance & Investments,Renata Kellnerova & family,"55,0",Czech Republic,Prague,Finance. telecommunications,Finance & Investments,Czech Republic,nan,False,D,F,7/4/1967 0:00,Kellnerova,Renata,nan,4/4/2023 5:01,nan,nan,"1967,0","7,0","4,0","116,48","2,8",246.489.245.495 ,"64,1","100,7","79,0","14,9","46,1","10669709,0","49,817492","15,472962"
103,16300,Healthcare,Li Xiting,"72,0",China,Shenzhen,medical devices,Healthcare,Singapore,nan,True,D,M,1/1/1951 0:00,Li,Xiting,nan,4/4/2023 5:01,nan,nan,"1951,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
104,16200,Fashion & Retail,Stefan Persson,"75,0",Sweden,Stockholm,H&M,Fashion & Retail,Sweden,Hennes & Mauritz Unsponsored ADR,False,D,M,10/4/1947 0:00,Persson,Stefan,Chairman,4/4/2023 5:01,nan,nan,"1947,0","10,0","4,0","110,51","1,8",530.832.908.738 ,"67,0","126,6","82,5","27,9","49,1","10285453,0","60,128161","18,643501"
104,16200,Technology,Eric Schmidt,"67,0",United States,Atherton,Google,Technology,United States,nan,True,D,M,4/27/1955 0:00,Schmidt,Eric,nan,4/4/2023 5:01,California,West,"1955,0","4,0","27,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
106,16000,Finance & Investments,Michael Platt,"55,0",Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,BlueCrest Capital Management,True,U,M,3/18/1968 0:00,Platt,Michael,Founder ,4/4/2023 5:01,nan,nan,"1968,0","3,0","18,0","99,55","0,4",703.082.435.360 ,"59,6","105,2","83,6","10,1","28,8","8574832,0","46,818188","8,227512"
107,15900,Food & Beverage,Pang Kang,"67,0",China,Foshan,Soy sauce,Food & Beverage,China,nan,True,D,M,1/19/1956 0:00,Pang,Kang,nan,4/4/2023 5:01,nan,nan,"1956,0","1,0","19,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
108,15800,Fashion & Retail,"Karl Albrecht Jr, & family","63,4",Germany,nan,Supermarkets,Fashion & Retail,Germany,nan,False,Split Family Fortune,M,nan,"Albrecht Jr,",Karl,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
108,15800,Fashion & Retail,Beate Heister,"65,14019417475728",nan,nan,Supermarkets,Fashion & Retail,Germany,nan,False,Split Family Fortune,F,nan,Heister,Beate,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"127,75520358306188","4,364169381107492",nan,"67,22567127746136","102,8585197234648","78,12282343368594","12,546235246235245","43,963344182262006","510205317,8392569",nan,nan
108,15800,Food & Beverage,Jorge Paulo Lemann & family,"83,0",Switzerland,Zurich,Beer,Food & Beverage,Brazil,nan,True,U,M,8/26/1939 0:00,Lemann,Jorge Paulo,Investor. Philanthropist,4/4/2023 5:01,nan,nan,"1939,0","8,0","26,0","99,55","0,4",703.082.435.360 ,"59,6","105,2","83,6","10,1","28,8","8574832,0","46,818188","8,227512"
108,15800,Real Estate,Peter Woo,"76,0",Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,nan,False,D,M,9/5/1946 0:00,Woo,Peter,nan,4/4/2023 5:01,nan,nan,"1946,0","9,0","5,0","145,656","5,74",nan,"55,96","103,08","75,47999999999999","10,9","43,24","908384566,0",nan,nan
112,15600,Healthcare,Dilip Shanghvi,"67,0",India,Mumbai,Pharmaceuticals,Healthcare,India,nan,True,E,M,10/1/1955 0:00,Shanghvi,Dilip,nan,4/4/2023 5:01,nan,nan,"1955,0","10,0","1,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
113,15500,Technology,Robert Pera,"45,0",United States,San Jose,Wireless networking,Technology,United States,Ubiquiti,True,U,M,3/10/1978 0:00,Pera,Robert,Chief Executive Officer,4/4/2023 5:01,California,West,"1978,0","3,0","10,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
114,15300,Fashion & Retail,Radhakishan Damani,"68,0",India,Mumbai,Retail. investments,Fashion & Retail,India,nan,True,D,M,1/1/1955 0:00,Damani,Radhakishan,nan,4/4/2023 5:01,nan,nan,"1955,0","1,0","1,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
115,15200,Automotive,Huang Shilin,"56,0",China,Ningde,Batteries,Automotive,China,nan,True,D,M,1/1/1967 0:00,Huang,Shilin,nan,4/4/2023 5:01,nan,nan,"1967,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
116,14900,Diversified,Dhanin Chearavanont,"83,0",Thailand,Bangkok,Diversified,Diversified,Thailand,nan,False,U,M,4/19/1939 0:00,Chearavanont,Dhanin,nan,4/4/2023 5:01,nan,nan,"1939,0","4,0","19,0","113,27","0,7",543.649.976.166 ,"49,3","99,8","76,9","14,9","29,5","69625582,0","15,870032","100,992541"
116,14900,Fashion & Retail,David Green & family,"81,0",United States,Oklahoma City,Retail,Fashion & Retail,United States,Hobby Lobby,True,U,M,11/13/1941 0:00,Green,David,CEO,4/4/2023 5:01,Oklahoma,South,"1941,0","11,0","13,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,"78,0",Thailand,Bangkok,Alcohol. real estate,Food & Beverage,Thailand,nan,True,U,M,5/2/1944 0:00,Sirivadhanabhakdi,Charoen,nan,4/4/2023 5:01,nan,nan,"1944,0","5,0","2,0","113,27","0,7",543.649.976.166 ,"49,3","99,8","76,9","14,9","29,5","69625582,0","15,870032","100,992541"
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,"68,0",United Kingdom,London,Heineken,Food & Beverage,Netherlands,nan,False,D,F,6/30/1954 0:00,de Carvalho-Heineken,Charlene,nan,4/4/2023 5:01,nan,nan,"1954,0","6,0","30,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
120,14600,Healthcare,Xu Hang,"60,0",China,Shenzhen,Medical devices,Healthcare,Hong Kong,nan,True,D,M,5/22/1962 0:00,Xu,Hang,nan,4/4/2023 5:01,nan,nan,"1962,0","5,0","22,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
121,14500,Automotive,Wei Jianjun & family,"59,0",China,Baoding,Automobiles,Automotive,China,nan,True,D,M,3/1/1964 0:00,Wei,Jianjun,nan,4/4/2023 5:01,nan,nan,"1964,0","3,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
122,14400,Metals & Mining,Alisher Usmanov,"69,0",Uzbekistan,Tashkent,Steel. telecom. investments,Metals & Mining,Russia,Metalloinvest,True,U,M,9/9/1953 0:00,Usmanov,Alisher,Founder,4/4/2023 5:01,nan,nan,"1953,0","9,0","9,0","124,78799999999998","1,2600000000000002",57.921.286.440 ,"10,1","104,2","71,6","14,8","31,6","33580650,0","41,377491","64,585262"
123,14300,Manufacturing,Goh Cheng Liang,"95,0",Singapore,Singapore,Paints,Manufacturing,Singapore,nan,True,U,M,6/27/1927 0:00,Goh,Cheng Liang,nan,4/4/2023 5:01,nan,nan,"1927,0","6,0","27,0","114,41","0,6",372.062.527.489 ,"84,8","100,6","83,1","13,1","21,0","5703569,0","1,352083","103,819836"
124,14200,Diversified,Kumar Birla,"55,0",India,Mumbai,Commodities,Diversified,India,nan,False,D,M,6/14/1967 0:00,Birla,Kumar,nan,4/4/2023 5:01,nan,nan,"1967,0","6,0","14,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
124,14200,Manufacturing,Aliko Dangote,"65,0",Nigeria,Lagos,Cement. sugar,Manufacturing,Nigeria,Dangote Group,True,U,M,4/10/1957 0:00,Dangote,Aliko,CEO,4/4/2023 5:01,nan,nan,"1957,0","4,0","10,0","267,51","11,4",448.120.428.859 ,"10,2","84,7","54,3","1,5","34,8","200963599,0","9,081999","8,675277"
126,14100,Real Estate,Kwong Siu-hing,"93,0",Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,nan,False,U,F,12/2/1929 0:00,Kwong,Siu-hing,nan,4/4/2023 5:01,nan,nan,"1929,0","12,0","2,0","133,01600000000002","5,699999999999999",nan,"65,34","101,62","77,66","12,38","37,56","963665360,0",nan,nan
127,14000,Diversified,Idan Ofer,"67,0",United Kingdom,London,Shipping,Diversified,Israel,nan,False,U,M,10/2/1955 0:00,Ofer,Idan,nan,4/4/2023 5:01,nan,nan,"1955,0","10,0","2,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
128,13900,Healthcare,Chen Bang,"57,0",China,Changsha,Hospitals,Healthcare,China,nan,True,U,M,9/1/1965 0:00,Chen,Bang,nan,4/4/2023 5:01,nan,nan,"1965,0","9,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
128,13900,Gambling & Casinos,Lui Che Woo,"94,0",Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,nan,True,U,M,4/1/1929 0:00,Lui,Che Woo,nan,4/4/2023 5:01,nan,nan,"1929,0","4,0","1,0","167,52800000000002","8,2",nan,"67,98","102,54","77,3","10,58","40,62","691520756,2",nan,nan
130,13700,Logistics,John Fredriksen,"78,0",United Kingdom,London,Shipping,Logistics,Cyprus,nan,True,U,M,2/1/1945 0:00,Fredriksen,John,Investor,4/4/2023 5:01,nan,nan,"1945,0","2,0","1,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
130,13700,Construction & Engineering,Diane Hendricks,"76,0",United States,Afton,Building supplies,Construction & Engineering,United States,ABC Supply,True,U,F,3/2/1947 0:00,Hendricks,Diane,Cofounder,4/4/2023 5:01,Wisconsin,Midwest,"1947,0","3,0","2,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
130,13700,Technology,Jan Koum,"47,0",United States,Atherton,WhatsApp,Technology,United States,"WhatsApp Inc,",True,U,M,2/24/1976 0:00,Koum,Jan,CEO. cofounder,4/4/2023 5:01,California,West,"1976,0","2,0","24,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
133,13300,Sports,Jerry Jones,"80,0",United States,Dallas,Dallas Cowboys,Sports,United States,Dallas Cowboys,True,U,M,10/13/1942 0:00,Jones,Jerry,President and General Manager,4/4/2023 5:01,Texas,South,"1942,0","10,0","13,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
133,13300,Energy,George Kaiser,"80,0",United States,Tulsa,Oil & gas. banking,Energy,United States,"BOK Financial Corp,",False,U,M,7/29/1942 0:00,Kaiser,George,Chairman,4/4/2023 5:01,Oklahoma,South,"1942,0","7,0","29,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
133,13300,Real Estate,Joseph Lau,"71,0",Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,nan,True,D,M,7/21/1951 0:00,Lau,Joseph,nan,4/4/2023 5:01,nan,nan,"1951,0","7,0","21,0","134,04000000000002","2,9",nan,"43,34","100,84","75,64000000000001","7,9","48,64","542134618,4",nan,nan
136,13200,Automotive,Lu Xiangyang,"60,0",China,Guangzhou,Automobiles. batteries,Automotive,China,nan,True,D,M,12/28/1962 0:00,Lu,Xiangyang,nan,4/4/2023 5:01,nan,nan,"1962,0","12,0","28,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
137,13100,Real Estate,Harry Triguboff,"90,0",Australia,Sydney,Real estate,Real Estate,Australia,nan,True,U,M,3/3/1933 0:00,Triguboff,Harry,nan,4/4/2023 5:01,nan,nan,"1933,0","3,0","3,0","119,8","1,6",1.392.680.589.329 ,"113,1","100,3","82,7","23,0","47,4","25766605,0","-25,274398","133,775136"
138,12900,Finance & Investments,Uday Kotak,"64,0",India,Mumbai,Banking,Finance & Investments,India,nan,True,D,M,3/15/1959 0:00,Kotak,Uday,nan,4/4/2023 5:01,nan,nan,"1959,0","3,0","15,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
138,12900,Sports,Stanley Kroenke,"75,0",United States,Electra,Sports. real estate,Sports,United States,nan,True,U,M,7/29/1947 0:00,Kroenke,Stanley,nan,4/4/2023 5:01,Texas,South,"1947,0","7,0","29,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
140,12600,Energy,Mikhail Fridman,"58,0",United Kingdom,London,Oil. banking. telecom,Energy,Russia,nan,True,U,M,4/21/1964 0:00,Fridman,Mikhail,nan,4/4/2023 5:01,nan,nan,"1964,0","4,0","21,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
141,12300,Energy,Sarath Ratanavadi,"57,0",Thailand,Bangkok,Energy,Energy,Thailand,nan,True,U,M,7/12/1965 0:00,Ratanavadi,Sarath,nan,4/4/2023 5:01,nan,nan,"1965,0","7,0","12,0","113,27","0,7",543.649.976.166 ,"49,3","99,8","76,9","14,9","29,5","69625582,0","15,870032","100,992541"
142,12200,Metals & Mining,Dang Yanbao,"50,0",China,Yinchuan,Coal,Metals & Mining,China,nan,True,D,M,2/1/1973 0:00,Dang,Yanbao,nan,4/4/2023 5:01,nan,nan,"1973,0","2,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
